order_id,item_id,product_id,quantity,list_price,discount,total_price,total_discount,total_price_discounted
356,2,4,1,2899.99,0.05,2899.99,144.9995,2754.9905
356,3,13,1,269.99,0.05,269.99,13.4995,256.4905
357,1,17,2,429,0.05,858,42.9,815.1
357,2,21,2,269.99,0.07,539.98,37.7986,502.1814
357,3,24,1,549.99,0.07,549.99,38.4993,511.4907
357,4,9,1,2999.99,0.05,2999.99,149.9995,2849.9905
358,1,21,2,269.99,0.1,539.98,53.998,485.982
358,2,6,2,469.99,0.07,939.98,65.7986,874.1814
358,3,8,2,1799.99,0.05,3599.98,179.999,3419.981
358,4,18,2,449,0.1,898,89.8,808.2
359,1,15,2,529.99,0.07,1059.98,74.1986,985.7814
359,2,9,2,2999.99,0.07,5999.98,419.9986,5579.9814
359,3,7,2,3999.99,0.2,7999.98,1599.996,6399.984
360,1,26,1,599.99,0.05,599.99,29.9995,569.9905
360,2,7,2,3999.99,0.2,7999.98,1599.996,6399.984
360,3,13,2,269.99,0.05,539.98,26.999,512.981
360,4,25,1,499.99,0.1,499.99,49.999,449.991
361,1,24,2,549.99,0.05,1099.98,54.999,1044.981
361,2,6,2,469.99,0.1,939.98,93.998,845.982
361,3,11,1,1680.99,0.1,1680.99,168.099,1512.891
362,1,2,1,749.99,0.07,749.99,52.4993,697.4907
363,1,21,2,269.99,0.1,539.98,53.998,485.982
363,2,14,1,269.99,0.07,269.99,18.8993,251.0907
363,3,15,1,529.99,0.1,529.99,52.999,476.991
363,4,20,1,599.99,0.2,599.99,119.998,479.992
364,1,25,2,499.99,0.05,999.98,49.999,949.981
365,1,24,2,549.99,0.07,1099.98,76.9986,1022.9814
366,1,21,1,269.99,0.1,269.99,26.999,242.991
366,2,4,1,2899.99,0.07,2899.99,202.9993,2696.9907
366,3,16,2,599.99,0.2,1199.98,239.996,959.984
367,1,26,2,599.99,0.1,1199.98,119.998,1079.982
367,2,14,1,269.99,0.05,269.99,13.4995,256.4905
367,3,10,2,1549,0.05,3098,154.9,2943.1
368,1,5,1,1320.99,0.2,1320.99,264.198,1056.792
368,2,10,2,1549,0.2,3098,619.6,2478.4
368,3,21,2,269.99,0.1,539.98,53.998,485.982
368,4,19,1,449,0.05,449,22.45,426.55
369,1,10,2,1549,0.07,3098,216.86,2881.14
370,1,25,2,499.99,0.05,999.98,49.999,949.981
370,2,4,2,2899.99,0.1,5799.98,579.998,5219.982
371,1,14,1,269.99,0.2,269.99,53.998,215.992
371,2,12,1,549.99,0.2,549.99,109.998,439.992
372,1,11,1,1680.99,0.05,1680.99,84.0495,1596.9405
372,2,14,2,269.99,0.1,539.98,53.998,485.982
372,3,5,1,1320.99,0.1,1320.99,132.099,1188.891
373,1,8,2,1799.99,0.05,3599.98,179.999,3419.981
373,2,22,1,269.99,0.1,269.99,26.999,242.991
373,3,19,2,449,0.2,898,179.6,718.4
373,4,12,1,549.99,0.1,549.99,54.999,494.991
373,5,13,1,269.99,0.1,269.99,26.999,242.991
374,1,10,1,1549,0.1,1549,154.9,1394.1
374,2,7,1,3999.99,0.07,3999.99,279.9993,3719.9907
375,1,21,2,269.99,0.05,539.98,26.999,512.981
375,2,2,2,749.99,0.05,1499.98,74.999,1424.981
375,3,4,2,2899.99,0.07,5799.98,405.9986,5393.9814
375,4,12,2,549.99,0.05,1099.98,54.999,1044.981
376,1,2,2,749.99,0.07,1499.98,104.9986,1394.9814
376,2,23,2,299.99,0.1,599.98,59.998,539.982
377,1,8,1,1799.99,0.05,1799.99,89.9995,1709.9905
377,2,14,1,269.99,0.07,269.99,18.8993,251.0907
378,1,26,2,599.99,0.05,1199.98,59.999,1139.981
379,1,9,1,2999.99,0.07,2999.99,209.9993,2789.9907
379,2,16,1,599.99,0.2,599.99,119.998,479.992
380,1,16,1,599.99,0.05,599.99,29.9995,569.9905
380,2,11,2,1680.99,0.05,3361.98,168.099,3193.881
381,1,21,2,269.99,0.07,539.98,37.7986,502.1814
382,1,8,1,1799.99,0.1,1799.99,179.999,1619.991
382,2,9,1,2999.99,0.1,2999.99,299.999,2699.991
382,3,13,1,269.99,0.07,269.99,18.8993,251.0907
383,1,19,1,449,0.07,449,31.43,417.57
383,2,22,2,269.99,0.05,539.98,26.999,512.981
383,3,13,1,269.99,0.1,269.99,26.999,242.991
383,4,21,2,269.99,0.05,539.98,26.999,512.981
383,5,14,1,269.99,0.1,269.99,26.999,242.991
384,1,20,1,599.99,0.1,599.99,59.999,539.991
384,2,21,2,269.99,0.2,539.98,107.996,431.984
384,3,8,1,1799.99,0.05,1799.99,89.9995,1709.9905
384,4,15,1,529.99,0.1,529.99,52.999,476.991
384,5,4,1,2899.99,0.2,2899.99,579.998,2319.992
385,1,21,1,269.99,0.07,269.99,18.8993,251.0907
385,2,7,2,3999.99,0.2,7999.98,1599.996,6399.984
385,3,26,2,599.99,0.05,1199.98,59.999,1139.981
386,1,8,1,1799.99,0.2,1799.99,359.998,1439.992
386,2,3,2,999.99,0.05,1999.98,99.999,1899.981
386,3,16,2,599.99,0.2,1199.98,239.996,959.984
387,1,18,1,449,0.2,449,89.8,359.2
388,1,19,2,449,0.2,898,179.6,718.4
388,2,13,2,269.99,0.07,539.98,37.7986,502.1814
388,3,2,1,749.99,0.07,749.99,52.4993,697.4907
388,4,11,1,1680.99,0.1,1680.99,168.099,1512.891
389,1,2,1,749.99,0.07,749.99,52.4993,697.4907
389,2,15,2,529.99,0.07,1059.98,74.1986,985.7814
389,3,10,2,1549,0.05,3098,154.9,2943.1
389,4,5,1,1320.99,0.05,1320.99,66.0495,1254.9405
389,5,9,1,2999.99,0.2,2999.99,599.998,2399.992
390,1,23,1,299.99,0.05,299.99,14.9995,284.9905
390,2,7,2,3999.99,0.07,7999.98,559.9986,7439.9814
390,3,9,1,2999.99,0.05,2999.99,149.9995,2849.9905
391,1,8,1,1799.99,0.07,1799.99,125.9993,1673.9907
391,2,5,2,1320.99,0.2,2641.98,528.396,2113.584
391,3,24,2,549.99,0.07,1099.98,76.9986,1022.9814
392,1,14,2,269.99,0.1,539.98,53.998,485.982
392,2,3,2,999.99,0.05,1999.98,99.999,1899.981
393,1,6,2,469.99,0.2,939.98,187.996,751.984
394,1,23,1,299.99,0.05,299.99,14.9995,284.9905
394,2,16,1,599.99,0.2,599.99,119.998,479.992
394,3,14,2,269.99,0.2,539.98,107.996,431.984
395,1,14,1,269.99,0.05,269.99,13.4995,256.4905
396,1,12,1,549.99,0.1,549.99,54.999,494.991
396,2,25,2,499.99,0.05,999.98,49.999,949.981
396,3,5,1,1320.99,0.2,1320.99,264.198,1056.792
397,1,7,1,3999.99,0.05,3999.99,199.9995,3799.9905
398,1,8,2,1799.99,0.05,3599.98,179.999,3419.981
398,2,18,2,449,0.05,898,44.9,853.1
398,3,25,1,499.99,0.2,499.99,99.998,399.992
398,4,17,1,429,0.05,429,21.45,407.55
399,1,25,1,499.99,0.05,499.99,24.9995,474.9905
399,2,11,2,1680.99,0.05,3361.98,168.099,3193.881
399,3,14,1,269.99,0.1,269.99,26.999,242.991
400,1,24,2,549.99,0.07,1099.98,76.9986,1022.9814
400,2,9,1,2999.99,0.2,2999.99,599.998,2399.992
400,3,3,2,999.99,0.2,1999.98,399.996,1599.984
401,1,23,1,299.99,0.2,299.99,59.998,239.992
401,2,10,2,1549,0.2,3098,619.6,2478.4
402,1,6,2,469.99,0.07,939.98,65.7986,874.1814
402,2,5,1,1320.99,0.07,1320.99,92.4693,1228.5207
402,3,26,1,599.99,0.05,599.99,29.9995,569.9905
403,1,12,2,549.99,0.1,1099.98,109.998,989.982
403,2,7,2,3999.99,0.2,7999.98,1599.996,6399.984
403,3,22,2,269.99,0.05,539.98,26.999,512.981
403,4,24,1,549.99,0.2,549.99,109.998,439.992
404,1,9,1,2999.99,0.07,2999.99,209.9993,2789.9907
404,2,25,2,499.99,0.05,999.98,49.999,949.981
404,3,16,2,599.99,0.2,1199.98,239.996,959.984
405,1,3,2,999.99,0.2,1999.98,399.996,1599.984
405,2,10,2,1549,0.1,3098,309.8,2788.2
405,3,14,2,269.99,0.07,539.98,37.7986,502.1814
406,1,4,1,2899.99,0.2,2899.99,579.998,2319.992
407,1,20,1,599.99,0.2,599.99,119.998,479.992
407,2,5,1,1320.99,0.05,1320.99,66.0495,1254.9405
408,1,18,1,449,0.2,449,89.8,359.2
408,2,3,1,999.99,0.07,999.99,69.9993,929.9907
408,3,2,2,749.99,0.07,1499.98,104.9986,1394.9814
408,4,17,2,429,0.2,858,171.6,686.4
409,1,15,1,529.99,0.07,529.99,37.0993,492.8907
409,2,16,2,599.99,0.2,1199.98,239.996,959.984
409,3,21,1,269.99,0.05,269.99,13.4995,256.4905
410,1,25,1,499.99,0.1,499.99,49.999,449.991
410,2,9,2,2999.99,0.05,5999.98,299.999,5699.981
410,3,24,2,549.99,0.1,1099.98,109.998,989.982
411,1,2,1,749.99,0.07,749.99,52.4993,697.4907
411,2,26,2,599.99,0.05,1199.98,59.999,1139.981
412,1,7,1,3999.99,0.1,3999.99,399.999,3599.991
412,2,24,1,549.99,0.07,549.99,38.4993,511.4907
412,3,17,1,429,0.1,429,42.9,386.1
413,1,8,2,1799.99,0.05,3599.98,179.999,3419.981
413,2,25,1,499.99,0.1,499.99,49.999,449.991
413,3,9,1,2999.99,0.07,2999.99,209.9993,2789.9907
414,1,4,2,2899.99,0.1,5799.98,579.998,5219.982
415,1,3,1,999.99,0.07,999.99,69.9993,929.9907
415,2,23,2,299.99,0.2,599.98,119.996,479.984
415,3,5,1,1320.99,0.2,1320.99,264.198,1056.792
415,4,6,2,469.99,0.05,939.98,46.999,892.981
416,1,22,1,269.99,0.07,269.99,18.8993,251.0907
416,2,14,1,269.99,0.07,269.99,18.8993,251.0907
416,3,24,1,549.99,0.1,549.99,54.999,494.991
417,1,26,2,599.99,0.07,1199.98,83.9986,1115.9814
417,2,6,2,469.99,0.07,939.98,65.7986,874.1814
418,1,12,1,549.99,0.05,549.99,27.4995,522.4905
418,2,20,1,599.99,0.05,599.99,29.9995,569.9905
419,1,9,1,2999.99,0.05,2999.99,149.9995,2849.9905
420,1,17,2,429,0.2,858,171.6,686.4
420,2,15,2,529.99,0.1,1059.98,105.998,953.982
420,3,3,2,999.99,0.05,1999.98,99.999,1899.981
421,1,6,2,469.99,0.07,939.98,65.7986,874.1814
421,2,3,2,999.99,0.2,1999.98,399.996,1599.984
421,3,20,2,599.99,0.2,1199.98,239.996,959.984
421,4,4,1,2899.99,0.07,2899.99,202.9993,2696.9907
421,5,23,2,299.99,0.2,599.98,119.996,479.984
422,1,20,2,599.99,0.05,1199.98,59.999,1139.981
423,1,8,2,1799.99,0.05,3599.98,179.999,3419.981
423,2,17,1,429,0.2,429,85.8,343.2
423,3,23,2,299.99,0.07,599.98,41.9986,557.9814
423,4,2,1,749.99,0.2,749.99,149.998,599.992
424,1,22,1,269.99,0.1,269.99,26.999,242.991
424,2,6,1,469.99,0.05,469.99,23.4995,446.4905
425,1,6,1,469.99,0.1,469.99,46.999,422.991
425,2,21,2,269.99,0.07,539.98,37.7986,502.1814
425,3,19,1,449,0.05,449,22.45,426.55
426,1,10,1,1549,0.1,1549,154.9,1394.1
426,2,23,2,299.99,0.05,599.98,29.999,569.981
427,1,12,2,549.99,0.07,1099.98,76.9986,1022.9814
427,2,15,2,529.99,0.1,1059.98,105.998,953.982
427,3,26,2,599.99,0.07,1199.98,83.9986,1115.9814
428,1,5,2,1320.99,0.2,2641.98,528.396,2113.584
428,2,14,1,269.99,0.2,269.99,53.998,215.992
429,1,11,1,1680.99,0.2,1680.99,336.198,1344.792
429,2,4,2,2899.99,0.1,5799.98,579.998,5219.982
429,3,5,2,1320.99,0.05,2641.98,132.099,2509.881
429,4,6,1,469.99,0.07,469.99,32.8993,437.0907
429,5,2,1,749.99,0.1,749.99,74.999,674.991
430,1,22,2,269.99,0.1,539.98,53.998,485.982
430,2,11,1,1680.99,0.07,1680.99,117.6693,1563.3207
430,3,4,2,2899.99,0.2,5799.98,1159.996,4639.984
430,4,13,2,269.99,0.2,539.98,107.996,431.984
430,5,8,1,1799.99,0.2,1799.99,359.998,1439.992
431,1,14,2,269.99,0.2,539.98,107.996,431.984
431,2,6,1,469.99,0.1,469.99,46.999,422.991
431,3,18,1,449,0.2,449,89.8,359.2
431,4,13,2,269.99,0.07,539.98,37.7986,502.1814
431,5,19,1,449,0.07,449,31.43,417.57
432,1,10,2,1549,0.2,3098,619.6,2478.4
432,2,7,2,3999.99,0.05,7999.98,399.999,7599.981
433,1,6,1,469.99,0.1,469.99,46.999,422.991
433,2,10,1,1549,0.2,1549,309.8,1239.2
433,3,24,1,549.99,0.1,549.99,54.999,494.991
433,4,4,1,2899.99,0.2,2899.99,579.998,2319.992
434,1,21,1,269.99,0.05,269.99,13.4995,256.4905
434,2,20,1,599.99,0.1,599.99,59.999,539.991
434,3,9,1,2999.99,0.2,2999.99,599.998,2399.992
434,4,11,2,1680.99,0.07,3361.98,235.3386,3126.6414
434,5,18,2,449,0.05,898,44.9,853.1
435,1,22,1,269.99,0.05,269.99,13.4995,256.4905
435,2,9,1,2999.99,0.05,2999.99,149.9995,2849.9905
435,3,18,1,449,0.05,449,22.45,426.55
436,1,3,1,999.99,0.05,999.99,49.9995,949.9905
436,2,23,1,299.99,0.2,299.99,59.998,239.992
437,1,3,1,999.99,0.05,999.99,49.9995,949.9905
437,2,10,1,1549,0.05,1549,77.45,1471.55
437,3,8,2,1799.99,0.05,3599.98,179.999,3419.981
438,1,4,1,2899.99,0.07,2899.99,202.9993,2696.9907
438,2,22,1,269.99,0.1,269.99,26.999,242.991
438,3,8,2,1799.99,0.05,3599.98,179.999,3419.981
438,4,13,2,269.99,0.05,539.98,26.999,512.981
439,1,6,2,469.99,0.07,939.98,65.7986,874.1814
439,2,7,2,3999.99,0.05,7999.98,399.999,7599.981
440,1,19,2,449,0.07,898,62.86,835.14
440,2,4,2,2899.99,0.07,5799.98,405.9986,5393.9814
441,1,12,1,549.99,0.07,549.99,38.4993,511.4907
441,2,15,1,529.99,0.1,529.99,52.999,476.991
442,1,16,2,599.99,0.07,1199.98,83.9986,1115.9814
442,2,26,2,599.99,0.2,1199.98,239.996,959.984
442,3,6,2,469.99,0.2,939.98,187.996,751.984
443,1,5,1,1320.99,0.05,1320.99,66.0495,1254.9405
443,2,26,1,599.99,0.2,599.99,119.998,479.992
444,1,22,1,269.99,0.07,269.99,18.8993,251.0907
444,2,15,2,529.99,0.07,1059.98,74.1986,985.7814
444,3,20,2,599.99,0.05,1199.98,59.999,1139.981
444,4,16,1,599.99,0.1,599.99,59.999,539.991
444,5,10,2,1549,0.2,3098,619.6,2478.4
445,1,7,1,3999.99,0.2,3999.99,799.998,3199.992
445,2,16,1,599.99,0.07,599.99,41.9993,557.9907
445,3,23,1,299.99,0.2,299.99,59.998,239.992
446,1,22,1,269.99,0.2,269.99,53.998,215.992
446,2,16,2,599.99,0.07,1199.98,83.9986,1115.9814
447,1,4,2,2899.99,0.05,5799.98,289.999,5509.981
447,2,3,1,999.99,0.1,999.99,99.999,899.991
447,3,8,1,1799.99,0.07,1799.99,125.9993,1673.9907
448,1,13,2,269.99,0.05,539.98,26.999,512.981
448,2,6,2,469.99,0.05,939.98,46.999,892.981
449,1,17,2,429,0.05,858,42.9,815.1
449,2,2,1,749.99,0.05,749.99,37.4995,712.4905
449,3,7,2,3999.99,0.07,7999.98,559.9986,7439.9814
449,4,26,2,599.99,0.2,1199.98,239.996,959.984
450,1,24,1,549.99,0.05,549.99,27.4995,522.4905
450,2,12,1,549.99,0.07,549.99,38.4993,511.4907
450,3,5,1,1320.99,0.1,1320.99,132.099,1188.891
451,1,14,2,269.99,0.05,539.98,26.999,512.981
452,1,11,1,1680.99,0.05,1680.99,84.0495,1596.9405
452,2,16,1,599.99,0.05,599.99,29.9995,569.9905
452,3,7,2,3999.99,0.1,7999.98,799.998,7199.982
452,4,8,1,1799.99,0.1,1799.99,179.999,1619.991
453,1,23,1,299.99,0.05,299.99,14.9995,284.9905
453,2,20,2,599.99,0.2,1199.98,239.996,959.984
453,3,4,1,2899.99,0.2,2899.99,579.998,2319.992
454,1,25,2,499.99,0.07,999.98,69.9986,929.9814
454,2,13,2,269.99,0.05,539.98,26.999,512.981
454,3,24,2,549.99,0.1,1099.98,109.998,989.982
455,1,9,1,2999.99,0.05,2999.99,149.9995,2849.9905
456,1,17,2,429,0.07,858,60.06,797.94
456,2,23,1,299.99,0.07,299.99,20.9993,278.9907
457,1,24,2,549.99,0.07,1099.98,76.9986,1022.9814
457,2,2,1,749.99,0.05,749.99,37.4995,712.4905
457,3,7,2,3999.99,0.1,7999.98,799.998,7199.982
457,4,17,1,429,0.2,429,85.8,343.2
458,1,2,1,749.99,0.2,749.99,149.998,599.992
458,2,21,2,269.99,0.07,539.98,37.7986,502.1814
458,3,11,1,1680.99,0.1,1680.99,168.099,1512.891
458,4,24,1,549.99,0.2,549.99,109.998,439.992
458,5,3,2,999.99,0.2,1999.98,399.996,1599.984
459,1,11,1,1680.99,0.2,1680.99,336.198,1344.792
460,1,19,1,449,0.05,449,22.45,426.55
460,2,18,2,449,0.07,898,62.86,835.14
460,3,4,1,2899.99,0.2,2899.99,579.998,2319.992
460,4,22,2,269.99,0.1,539.98,53.998,485.982
461,1,16,1,599.99,0.07,599.99,41.9993,557.9907
461,2,4,1,2899.99,0.2,2899.99,579.998,2319.992
461,3,8,2,1799.99,0.05,3599.98,179.999,3419.981
461,4,24,1,549.99,0.1,549.99,54.999,494.991
461,5,18,2,449,0.1,898,89.8,808.2
462,1,12,2,549.99,0.1,1099.98,109.998,989.982
463,1,13,2,269.99,0.07,539.98,37.7986,502.1814
464,1,7,1,3999.99,0.1,3999.99,399.999,3599.991
465,1,6,2,469.99,0.1,939.98,93.998,845.982
465,2,25,2,499.99,0.1,999.98,99.998,899.982
466,1,19,2,449,0.2,898,179.6,718.4
466,2,6,1,469.99,0.2,469.99,93.998,375.992
466,3,7,2,3999.99,0.05,7999.98,399.999,7599.981
466,4,15,1,529.99,0.1,529.99,52.999,476.991
466,5,5,1,1320.99,0.1,1320.99,132.099,1188.891
467,1,19,1,449,0.07,449,31.43,417.57
467,2,10,1,1549,0.07,1549,108.43,1440.57
467,3,22,2,269.99,0.1,539.98,53.998,485.982
467,4,17,2,429,0.07,858,60.06,797.94
467,5,11,1,1680.99,0.1,1680.99,168.099,1512.891
468,1,19,1,449,0.1,449,44.9,404.1
468,2,9,2,2999.99,0.05,5999.98,299.999,5699.981
468,3,10,2,1549,0.05,3098,154.9,2943.1
468,4,25,1,499.99,0.1,499.99,49.999,449.991
469,1,8,2,1799.99,0.1,3599.98,359.998,3239.982
469,2,4,1,2899.99,0.07,2899.99,202.9993,2696.9907
469,3,15,2,529.99,0.2,1059.98,211.996,847.984
470,1,18,1,449,0.05,449,22.45,426.55
470,2,13,1,269.99,0.05,269.99,13.4995,256.4905
470,3,8,2,1799.99,0.2,3599.98,719.996,2879.984
471,1,14,1,269.99,0.2,269.99,53.998,215.992
471,2,13,2,269.99,0.05,539.98,26.999,512.981
472,1,15,1,529.99,0.1,529.99,52.999,476.991
472,2,21,2,269.99,0.1,539.98,53.998,485.982
473,1,26,1,599.99,0.07,599.99,41.9993,557.9907
474,1,19,2,449,0.05,898,44.9,853.1
474,2,11,1,1680.99,0.2,1680.99,336.198,1344.792
475,1,17,2,429,0.07,858,60.06,797.94
475,2,26,2,599.99,0.2,1199.98,239.996,959.984
475,3,25,1,499.99,0.2,499.99,99.998,399.992
476,1,22,2,269.99,0.07,539.98,37.7986,502.1814
476,2,4,2,2899.99,0.2,5799.98,1159.996,4639.984
476,3,11,2,1680.99,0.07,3361.98,235.3386,3126.6414
476,4,20,2,599.99,0.05,1199.98,59.999,1139.981
477,1,6,1,469.99,0.1,469.99,46.999,422.991
477,2,10,1,1549,0.05,1549,77.45,1471.55
478,1,21,2,269.99,0.07,539.98,37.7986,502.1814
479,1,26,1,599.99,0.07,599.99,41.9993,557.9907
479,2,12,1,549.99,0.05,549.99,27.4995,522.4905
479,3,21,1,269.99,0.2,269.99,53.998,215.992
479,4,7,1,3999.99,0.05,3999.99,199.9995,3799.9905
479,5,10,1,1549,0.2,1549,309.8,1239.2
480,1,4,1,2899.99,0.05,2899.99,144.9995,2754.9905
480,2,15,1,529.99,0.05,529.99,26.4995,503.4905
480,3,23,2,299.99,0.07,599.98,41.9986,557.9814
481,1,13,2,269.99,0.2,539.98,107.996,431.984
481,2,16,2,599.99,0.07,1199.98,83.9986,1115.9814
481,3,9,2,2999.99,0.1,5999.98,599.998,5399.982
482,1,13,1,269.99,0.2,269.99,53.998,215.992
482,2,14,1,269.99,0.1,269.99,26.999,242.991
483,1,17,1,429,0.07,429,30.03,398.97
484,1,8,2,1799.99,0.1,3599.98,359.998,3239.982
484,2,24,1,549.99,0.05,549.99,27.4995,522.4905
484,3,9,2,2999.99,0.05,5999.98,299.999,5699.981
484,4,6,1,469.99,0.2,469.99,93.998,375.992
485,1,13,1,269.99,0.1,269.99,26.999,242.991
485,2,26,2,599.99,0.05,1199.98,59.999,1139.981
486,1,9,1,2999.99,0.07,2999.99,209.9993,2789.9907
486,2,23,2,299.99,0.05,599.98,29.999,569.981
487,1,6,1,469.99,0.2,469.99,93.998,375.992
488,1,13,2,269.99,0.07,539.98,37.7986,502.1814
488,2,23,2,299.99,0.05,599.98,29.999,569.981
488,3,22,1,269.99,0.05,269.99,13.4995,256.4905
489,1,8,2,1799.99,0.1,3599.98,359.998,3239.982
490,1,12,1,549.99,0.1,549.99,54.999,494.991
490,2,23,1,299.99,0.05,299.99,14.9995,284.9905
490,3,14,1,269.99,0.1,269.99,26.999,242.991
490,4,13,2,269.99,0.07,539.98,37.7986,502.1814
491,1,9,2,2999.99,0.2,5999.98,1199.996,4799.984
491,2,21,2,269.99,0.05,539.98,26.999,512.981
491,3,15,2,529.99,0.05,1059.98,52.999,1006.981
492,1,6,1,469.99,0.1,469.99,46.999,422.991
492,2,22,2,269.99,0.1,539.98,53.998,485.982
492,3,26,1,599.99,0.05,599.99,29.9995,569.9905
493,1,15,1,529.99,0.05,529.99,26.4995,503.4905
493,2,18,2,449,0.05,898,44.9,853.1
493,3,26,1,599.99,0.05,599.99,29.9995,569.9905
494,1,23,1,299.99,0.1,299.99,29.999,269.991
495,1,22,1,269.99,0.2,269.99,53.998,215.992
495,2,9,1,2999.99,0.05,2999.99,149.9995,2849.9905
496,1,23,1,299.99,0.2,299.99,59.998,239.992
496,2,13,1,269.99,0.1,269.99,26.999,242.991
496,3,21,2,269.99,0.2,539.98,107.996,431.984
497,1,25,2,499.99,0.07,999.98,69.9986,929.9814
498,1,24,1,549.99,0.07,549.99,38.4993,511.4907
498,2,21,1,269.99,0.1,269.99,26.999,242.991
498,3,10,1,1549,0.07,1549,108.43,1440.57
499,1,11,1,1680.99,0.2,1680.99,336.198,1344.792
499,2,15,1,529.99,0.07,529.99,37.0993,492.8907
499,3,14,2,269.99,0.2,539.98,107.996,431.984
499,4,20,2,599.99,0.1,1199.98,119.998,1079.982
500,1,12,2,549.99,0.05,1099.98,54.999,1044.981
500,2,14,1,269.99,0.2,269.99,53.998,215.992
501,1,19,2,449,0.05,898,44.9,853.1
501,2,8,1,1799.99,0.07,1799.99,125.9993,1673.9907
501,3,14,1,269.99,0.1,269.99,26.999,242.991
501,4,23,2,299.99,0.07,599.98,41.9986,557.9814
502,1,13,1,269.99,0.05,269.99,13.4995,256.4905
503,1,13,2,269.99,0.07,539.98,37.7986,502.1814
503,2,10,1,1549,0.05,1549,77.45,1471.55
504,1,24,2,549.99,0.1,1099.98,109.998,989.982
504,2,2,2,749.99,0.05,1499.98,74.999,1424.981
505,1,26,1,599.99,0.2,599.99,119.998,479.992
506,1,25,1,499.99,0.1,499.99,49.999,449.991
506,2,7,1,3999.99,0.07,3999.99,279.9993,3719.9907
507,1,11,2,1680.99,0.05,3361.98,168.099,3193.881
507,2,13,2,269.99,0.07,539.98,37.7986,502.1814
507,3,20,2,599.99,0.1,1199.98,119.998,1079.982
508,1,8,1,1799.99,0.05,1799.99,89.9995,1709.9905
508,2,2,2,749.99,0.05,1499.98,74.999,1424.981
508,3,10,2,1549,0.05,3098,154.9,2943.1
508,4,25,1,499.99,0.07,499.99,34.9993,464.9907
509,1,23,2,299.99,0.2,599.98,119.996,479.984
509,2,4,2,2899.99,0.05,5799.98,289.999,5509.981
510,1,17,1,429,0.1,429,42.9,386.1
511,1,22,2,269.99,0.05,539.98,26.999,512.981
511,2,13,1,269.99,0.1,269.99,26.999,242.991
512,1,21,1,269.99,0.07,269.99,18.8993,251.0907
513,1,7,1,3999.99,0.07,3999.99,279.9993,3719.9907
513,2,13,1,269.99,0.2,269.99,53.998,215.992
513,3,23,1,299.99,0.07,299.99,20.9993,278.9907
514,1,18,2,449,0.2,898,179.6,718.4
514,2,17,2,429,0.07,858,60.06,797.94
515,1,8,1,1799.99,0.07,1799.99,125.9993,1673.9907
515,2,5,1,1320.99,0.1,1320.99,132.099,1188.891
515,3,25,2,499.99,0.07,999.98,69.9986,929.9814
515,4,6,2,469.99,0.2,939.98,187.996,751.984
516,1,7,1,3999.99,0.05,3999.99,199.9995,3799.9905
516,2,5,2,1320.99,0.1,2641.98,264.198,2377.782
517,1,21,2,269.99,0.07,539.98,37.7986,502.1814
518,1,16,2,599.99,0.2,1199.98,239.996,959.984
518,2,5,2,1320.99,0.05,2641.98,132.099,2509.881
518,3,25,2,499.99,0.05,999.98,49.999,949.981
518,4,15,2,529.99,0.2,1059.98,211.996,847.984
518,5,11,2,1680.99,0.07,3361.98,235.3386,3126.6414
519,1,6,1,469.99,0.07,469.99,32.8993,437.0907
519,2,16,1,599.99,0.1,599.99,59.999,539.991
519,3,23,2,299.99,0.05,599.98,29.999,569.981
519,4,18,2,449,0.2,898,179.6,718.4
519,5,7,1,3999.99,0.05,3999.99,199.9995,3799.9905
520,1,26,1,599.99,0.1,599.99,59.999,539.991
520,2,24,1,549.99,0.2,549.99,109.998,439.992
520,3,10,1,1549,0.07,1549,108.43,1440.57
521,1,5,1,1320.99,0.2,1320.99,264.198,1056.792
521,2,14,1,269.99,0.2,269.99,53.998,215.992
522,1,4,2,2899.99,0.07,5799.98,405.9986,5393.9814
522,2,22,2,269.99,0.07,539.98,37.7986,502.1814
522,3,21,1,269.99,0.05,269.99,13.4995,256.4905
523,1,12,1,549.99,0.2,549.99,109.998,439.992
523,2,20,1,599.99,0.05,599.99,29.9995,569.9905
523,3,5,2,1320.99,0.1,2641.98,264.198,2377.782
523,4,16,2,599.99,0.07,1199.98,83.9986,1115.9814
524,1,11,1,1680.99,0.07,1680.99,117.6693,1563.3207
524,2,2,1,749.99,0.05,749.99,37.4995,712.4905
524,3,9,1,2999.99,0.2,2999.99,599.998,2399.992
524,4,3,2,999.99,0.07,1999.98,139.9986,1859.9814
524,5,26,1,599.99,0.05,599.99,29.9995,569.9905
525,1,9,2,2999.99,0.07,5999.98,419.9986,5579.9814
525,2,6,2,469.99,0.07,939.98,65.7986,874.1814
525,3,10,1,1549,0.1,1549,154.9,1394.1
526,1,3,2,999.99,0.1,1999.98,199.998,1799.982
526,2,8,1,1799.99,0.1,1799.99,179.999,1619.991
526,3,21,1,269.99,0.05,269.99,13.4995,256.4905
526,4,15,1,529.99,0.07,529.99,37.0993,492.8907
527,1,18,2,449,0.07,898,62.86,835.14
527,2,4,1,2899.99,0.2,2899.99,579.998,2319.992
527,3,19,1,449,0.1,449,44.9,404.1
527,4,9,2,2999.99,0.2,5999.98,1199.996,4799.984
528,1,21,2,269.99,0.05,539.98,26.999,512.981
529,1,12,2,549.99,0.07,1099.98,76.9986,1022.9814
530,1,2,2,749.99,0.05,1499.98,74.999,1424.981
